text,rel_size,bold,indent,caps,numbered,line_len,page,y0_pos,font_hash,label
ODL can be found in the appendixes.,1.0,0,0.15008060455322267,0.08571428571428572,0,35,5,0.4412753677368164,176258511,BODY
The Business Plan to be Developed,1.0869565254949367,1,0.16006767272949218,0.12121212121212122,0,33,5,0.39511497497558595,2825105501,H2
The business plan which needs to be developed for the ODL must be a formal business plan,1.0,0,0.15006767272949217,0.045454545454545456,0,88,5,0.3438739013671875,176258511,BODY
"that documents and clearly communicates the ODL’s services, funding and governance",1.0,0,0.15006767272949217,0.036585365853658534,0,82,5,0.32812812805175784,176258511,BODY
"structures, as well as implementation plans for 2004-2005, and operational plans for 2005-",1.0,0,0.15006767272949217,0.0,0,90,5,0.3123822784423828,176258511,BODY
"2007. The planning process must also secure the full commitment of all stakeholders, as",1.0,0,0.15006767272949217,0.011494252873563218,0,87,5,0.2964846801757812,176258511,BODY
represented on the Steering Committee.,1.0,0,0.15006767272949217,0.05263157894736842,0,38,5,0.2807389068603516,176258511,BODY
"Specifically, the business plan must include:",1.0,0,0.15006767272949217,0.022222222222222223,0,45,5,0.2505858612060547,176258511,BODY
"how the ODL will be implemented, including the timeline",1.0,0,0.22006126403808593,0.05454545454545454,0,55,5,0.21892868041992186,176258511,BODY
the financial plan for the implementation,1.0,0,0.22006126403808593,0.0,0,41,5,0.2030310821533203,176258511,BODY
"the financial plan for the first 2 operating years, including capital and operating costs,",1.0,0,0.22006126403808593,0.0,0,90,5,0.18728530883789063,176258511,BODY
"revenues, etc.",1.0,0,0.22506607055664063,0.0,0,14,5,0.17153953552246093,176258511,BODY
a financial forecast for the succeeding 2 operating years,1.0,0,0.22006134033203126,0.0,0,57,5,0.15564186096191407,176258511,BODY
the services and products to be delivered by the ODL,1.0,0,0.22006128946940104,0.057692307692307696,0,52,5,0.13989608764648437,176258511,BODY
how the ODL will operate and be managed following the implementation,1.0,0,0.22006128946940104,0.04411764705882353,0,68,5,0.12399848937988281,176258511,BODY
"who will be involved, and what their role/responsibility will be, for both the",1.0,0,0.22006128946940104,0.0,0,78,5,0.10825271606445312,176258511,BODY
implementation and operational stages,1.0,0,0.21766934712727865,0.0,0,37,5,0.09250694274902344,176258511,BODY
RFP: To Develop the Ontario Digital Library Business Plan March 2003,0.6847826058787975,1,0.15006767272949217,0.16176470588235295,0,68,5,0.06097991943359375,4246738898,BODY
the marketing and communications plan for the ODL,1.0,0,0.22006815592447918,0.061224489795918366,0,49,6,0.8831237888336182,176258511,BODY
the commitment of all stakeholders to their responsibilities,1.0,0,0.22006815592447918,0.0,0,60,6,0.8673780155181885,176258511,BODY
The process of developing this business plan must be extremely consultative to ensure that,1.0,0,0.15007456461588542,0.011111111111111112,0,90,6,0.8357208347320557,176258511,BODY
all stakeholders are engaged in creating a synergistic ODL organization. The proposal must,1.0,0,0.15007456461588542,0.044444444444444446,0,90,6,0.8198232269287109,3197818344,BODY
indicate how this consultative process will be approached.,1.0,0,0.15007456461588542,0.0,0,58,6,0.8042844581604004,3772626436,BODY
"The business plan for the ODL must address significant issues. There are, for example,",1.0,0,0.15007456461588542,0.05813953488372093,0,86,6,0.7724202728271484,176258511,BODY
enormous differences in the financial resources available to libraries mandated to provide,1.0,0,0.15007456461588542,0.0,0,90,6,0.7566744995117187,176258511,BODY
"similar services. Some post-secondary and public libraries, particularly those in large urban",1.0,0,0.15007456461588542,0.010752688172043012,0,93,6,0.7407769012451172,176258511,BODY
"areas, have the facilities, funding and technological infrastructure necessary to service their",1.0,0,0.15007456461588542,0.0,0,95,6,0.7250311279296875,176258511,BODY
"patrons with electronic services and resources. Many others, particularly in rural regions, do",1.0,0,0.15007456461588542,0.010638297872340425,0,94,6,0.7092853546142578,176258511,BODY
not. The proposal must indicate how these issues will be approached.,1.0,0,0.15007456461588542,0.014705882352941176,0,68,6,0.6933877563476563,3197818344,BODY
Milestones,1.0869565254949367,1,0.16006767272949218,0.1,0,10,6,0.631364974975586,2825105501,H3
1) A preliminary report will be issued during June 2003.,1.0,0,0.1800676727294922,0.03571428571428571,0,56,6,0.5948808288574219,3772626436,BODY
"2) It is expected that an Interim Report, suitable for distribution to the broader library",1.0,0,0.1800676727294922,0.03333333333333333,0,90,6,0.5641344451904297,3772626436,BODY
"community will be available by August 1, 2003 and that there will be an opportunity",1.0,0,0.21005967458089192,0.012048192771084338,0,83,6,0.5482368469238281,3772626436,BODY
for responses to be evaluated.,1.0,0,0.21005967458089192,0.0,0,30,6,0.5324910354614257,3772626436,BODY
3) The business plan must be completed and approved by the ODL Steering Committee,1.0,0,0.1800676727294922,0.07407407407407407,0,81,6,0.5015928268432617,3772626436,BODY
"no later than September 30, 2003.",1.0,0,0.21005967458089192,0.030303030303030304,0,33,6,0.4858470153808594,3772626436,BODY
Approach and Specific Proposal Requirements,1.0869565254949367,1,0.16586766560872396,0.09302325581395349,0,43,6,0.43951499938964844,2825105501,H2
The firm/consultant (or proposed team of consultants) will be expected to work closely with,1.0,0,0.15006767272949217,0.01098901098901099,0,91,6,0.4026737976074219,3197818344,BODY
the ODL Steering Committee. Terms of reference for the Committee are in the appendix.,1.0,0,0.1500676472981771,0.08235294117647059,0,85,6,0.38692798614501955,176258511,BODY
"Given the consultative nature of this business planning process, the firm/consultant will also",1.0,0,0.1500676472981771,0.010638297872340425,0,94,6,0.37103038787841797,176258511,BODY
be expected to travel and communicate regularly with various stakeholders as well as with,1.0,0,0.1500676472981771,0.0,0,89,6,0.35528457641601563,176258511,BODY
electronic resource publishers/vendors.,1.0,0,0.1500676472981771,0.0,0,39,6,0.33953880310058593,176258511,BODY
The proposal should include the following information:,1.0,0,0.1500676472981771,0.018518518518518517,0,54,6,0.30864051818847654,176258511,BODY
a) name of the firm/consultant,1.0,0,0.1800596491495768,0.0,0,30,6,0.27789413452148437,176258511,BODY
"b) names of those individuals who will be engaged in this project, their specific",1.0,0,0.18005966186523437,0.0,0,81,6,0.26199653625488284,176258511,BODY
responsibilities on this project and relevant experience/qualifications,1.0,0,0.18005966186523437,0.0,0,71,6,0.24625076293945314,176258511,BODY
c) description of similar engagements that highlight the firm’s experience in business,1.0,0,0.18005966186523437,0.0,0,86,6,0.23050498962402344,176258511,BODY
planning and building stakeholder commitment,1.0,0,0.18005966186523437,0.0,0,44,6,0.21460739135742188,176258511,BODY
d) references with details of work completed for these references,1.0,0,0.18005966186523437,0.0,0,65,6,0.19886161804199218,176258511,BODY
"e) description of the approach that will be used for completing the business plan,",1.0,0,0.18005966186523437,0.0,0,82,6,0.18296394348144532,176258511,BODY
including a timeline,1.0,0,0.18005966186523437,0.0,0,20,6,0.16721817016601562,176258511,BODY
"f) cost to complete the study including estimated expenses (i.e.: travel, etc.) and payment",1.0,0,0.18005966186523437,0.0,0,91,6,0.15147239685058594,176258511,BODY
structure,1.0,0,0.18005966186523437,0.0,0,9,6,0.13557479858398438,176258511,BODY
RFP: To Develop the Ontario Digital Library Business Plan March 2003,0.6847826058787975,1,0.15006767272949217,0.16176470588235295,0,68,6,0.06097991943359375,4246738898,BODY
Evaluation and Awarding of Contract,1.0869565254949367,1,0.16006767272949218,0.08571428571428572,0,35,7,0.8677649879455567,2825105501,H2
The contract will be awarded to the bidder whose submission offers the best value; the contract will,1.0,0,0.15006767272949217,0.01,0,100,7,0.8198237609863281,176258511,BODY
not necessarily be awarded to the lowest bidder. We reserve the right not to award the contract to,1.0,0,0.15006767272949217,0.01020408163265306,0,98,7,0.8039261627197266,176258511,BODY
any of the bidders responding to this RFP and we may seek further response.,1.0,0,0.15006767272949217,0.04,0,75,7,0.7881803894042969,176258511,BODY
"Specifically, proposals will be evaluated proposals according to the following criteria:",1.0,0,0.15006767272949217,0.011363636363636364,0,88,7,0.7574340057373047,176258511,BODY
Quality of the proposal /approach outlined for undertaking the business planning process,1.0,0,0.21007006327311198,0.011363636363636364,0,88,7,0.7106381988525391,176258511,BODY
Demonstrated experience,1.0,0,0.21007006327311198,0.043478260869565216,0,23,7,0.6947406005859375,176258511,BODY
"Cost, including expenses",1.0,0,0.21007006327311198,0.041666666666666664,0,24,7,0.6789948272705079,176258511,BODY
Timeline and projected completion date,1.0,0,0.21007006327311198,0.02631578947368421,0,38,7,0.6632490539550782,176258511,BODY
Other relevant factors as determined by the ODL Steering Committee,1.0,0,0.21007006327311198,0.09090909090909091,0,66,7,0.6467442321777344,176258511,BODY
Questions regarding this RFP should be directed by e-mail only to Michael Ridley,1.0,0,0.15006767272949217,0.075,0,80,7,0.6151008224487304,176258511,BODY
(mridley@uoguelph.ca).,1.0,0,0.15006767272949217,0.0,0,22,7,0.5992032241821289,176258511,BODY
Bidders are asked not to contact any other member of the ODL Catalyst T eam or the ODL Steering,1.0,0,0.15006767272949217,0.10526315789473684,0,95,7,0.567559814453125,176258511,BODY
Committee.,1.0,0,0.15006767272949217,0.1,0,10,7,0.5518140029907227,176258511,BODY
RFP: To Develop the Ontario Digital Library Business Plan March 2003,0.6847826058787975,1,0.15006767272949217,0.16176470588235295,0,68,7,0.06097991943359375,4246738898,BODY
Appendix A: ODL Envisioned Phases & Funding,1.0869565254949367,1,0.15006767272949217,0.18604651162790697,0,43,8,0.8346150398254395,2825105501,H2
Phase I: Business Planning,0.9021739196161391,1,0.15006749471028646,0.15384615384615385,0,26,8,0.8001782417297363,1648839787,H3
Timeline: March 2003 – September 2003,0.9021739196161391,1,0.15006749471028646,0.08108108108108109,0,37,8,0.7713813972473145,3086943278,BODY
"Funding Requested: ~$100,000 jointly funded by stakeholder groups and the provincial government.",0.9021739196161391,1,0.15006750742594402,0.020833333333333332,0,96,8,0.7569766426086426,3086943278,BODY
Result: The ODL business plan,0.9021739196161391,1,0.15006750742594402,0.1724137931034483,0,29,8,0.7283292579650879,3086943278,BODY
"The first phase will be to build the ODL business plan. This plan will clearly define the ODL’s services,",0.9021739196161391,0,0.15006749471028646,0.0761904761904762,0,105,8,0.6994826316833496,176258511,BODY
"funding and governance structures, as well as implementation plans for 2003-2005. It will also secure",0.9021739196161391,0,0.15006749471028646,0.009900990099009901,0,101,8,0.6850779533386231,176258511,BODY
the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond.,0.9021739196161391,0,0.15006749471028646,0.030303030303030304,0,99,8,0.6706732749938965,176258511,BODY
"Given the number and diversity of stakeholders involved, the business planning process must be a fully",0.9021739196161391,0,0.15006749471028646,0.00980392156862745,0,102,8,0.6420258331298828,176258511,BODY
consultative approach. To ensure that the planning results in a workable plan with the full commitment,0.9021739196161391,0,0.15006749471028646,0.00980392156862745,0,102,8,0.6276211929321289,176258511,BODY
"of all stakeholders it must have competent, dedicated staffing and monies for the travel and",0.9021739196161391,0,0.15006749471028646,0.0,0,92,8,0.613216552734375,176258511,BODY
communication components so critical in a consultative process.,0.9021739196161391,0,0.15006749471028646,0.0,0,63,8,0.5988119125366211,176258511,BODY
Phase II: Implementing and Transitioning,0.9021739196161391,1,0.15006749471028646,0.125,0,40,8,0.5558095932006836,1648839787,H3
Timeline: April 2004 – December 2006,0.9021739196161391,1,0.15006749471028646,0.08333333333333333,0,36,8,0.5270127487182618,3086943278,BODY
Funding Requested: Funding from other states and provinces suggest that the ODL could receive,0.9021739196161391,1,0.15006749471028646,0.06451612903225806,0,93,8,0.5126081085205079,3086943278,BODY
"funding of up to $50 Million (over 3 years). Funding to be provided partnership of government, library",0.9021739196161391,0,0.15006750742594402,0.0196078431372549,0,102,8,0.49848983764648436,3772626436,BODY
stakeholders and other interested parties.,0.9021739196161391,0,0.15006749471028646,0.0,0,42,8,0.48423458099365235,3772626436,BODY
Result: The ODL is implemented and validated,0.9021739196161391,1,0.15006749471028646,0.11363636363636363,0,44,8,0.4551514053344727,3086943278,BODY
The second phase will be to implement the ODL based on the business plan. This phase recognizes,0.9021739196161391,0,0.15006749471028646,0.05263157894736842,0,95,8,0.4263047409057617,176258511,BODY
that for ODL to be optimally successful libraries must transition to a new way of doing business and,0.9021739196161391,0,0.15006749471028646,0.03,0,100,8,0.4119001007080078,176258511,BODY
providing services. The transition must occur while libraries continue to provide existing services and,0.9021739196161391,0,0.15006749471028646,0.009708737864077669,0,103,8,0.3976448440551758,176258511,BODY
"respond to current challenges. This implementation phase will funded by a partnership of government,",0.9021739196161391,0,0.15006749471028646,0.01,0,100,8,0.38324020385742186,176258511,BODY
library stakeholders and other interested parties as a means to quickly jumpstart the ODL.,0.9021739196161391,0,0.15006749471028646,0.03333333333333333,0,90,8,0.36883556365966796,176258511,BODY
The seed money requested will allow libraries to realign their budgets and services as the infrastructure,0.9021739196161391,0,0.15006749471028646,0.009523809523809525,0,105,8,0.34003875732421873,176258511,BODY
"and content of the ODL is created and secured. Some of the funding will be new money, although there",0.9021739196161391,0,0.15006749471028646,0.04,0,100,8,0.32578346252441404,3197818344,BODY
is every indication that existing budgets and methods of operating may be modified as a result of,0.9021739196161391,0,0.15006746927897135,0.0,0,97,8,0.31171493530273436,3772626436,BODY
"recommendations. During this phase the polices, procedures, governance structures and accountability",0.9021739196161391,0,0.15006746927897135,0.01,0,100,8,0.29712356567382814,3197818344,BODY
"mechanisms of the ODL will be put in place. Pilot projects will be initiated, evaluated and expanded.",0.9021739196161391,0,0.1500674819946289,0.039603960396039604,0,101,8,0.28256950378417967,176258511,BODY
"Information resources will be identified, contracts for these resources will be negotiated and resources",0.9021739196161391,0,0.1500674819946289,0.009615384615384616,0,104,8,0.26816482543945314,176258511,BODY
will be made deployed through the ODL. Regular evaluation during this phase will ensure the ODL is,0.9021739196161391,0,0.1500674819946289,0.07142857142857142,0,98,8,0.2537602233886719,176258511,BODY
achieving its objectives and is accountable to its key communities.,0.9021739196161391,0,0.1500674819946289,0.0,0,67,8,0.23935562133789062,176258511,BODY
Phase III: Operating and Growing the ODL,0.9021739196161391,1,0.1500674819946289,0.225,0,40,8,0.21075790405273437,1648839787,H3
Timeline: January 2007 -,0.9021739196161391,1,0.1500674819946289,0.08333333333333333,0,24,8,0.1819610595703125,3086943278,BODY
Funding: $50 Million annually ($35 Million requested from government),0.9021739196161391,1,0.15006746927897135,0.043478260869565216,0,69,8,0.16755638122558594,3086943278,BODY
Result: The ODL is fully operational and sustainable,0.9021739196161391,1,0.1500674819946289,0.09615384615384616,0,52,8,0.13890884399414063,3086943278,BODY
In the third phase the ODL moves into the operational stage. Ontarians will experience the full benefits,0.9021739196161391,0,0.15008410135904948,0.04807692307692308,0,104,8,0.11006233215332031,176258511,BODY
of the initiative and libraries will consolidate support around the ODL to grow resources and extend,0.9021739196161391,0,0.15008410135904948,0.03,0,100,8,0.09565765380859376,176258511,BODY
RFP: To Develop the Ontario Digital Library Business Plan March 2003,0.6847826058787975,1,0.15006767272949217,0.16176470588235295,0,68,8,0.06097991943359375,4246738898,BODY
capabilities. The challenge is to secure resources sufficient to both sustain the original investments and,0.9021739196161391,0,0.15006767272949217,0.009433962264150943,0,106,9,0.8847274589538574,176258511,BODY
to enhance the ODL.,0.9021739196161391,0,0.15006767272949217,0.15789473684210525,0,19,9,0.8703227806091308,176258511,BODY
The ongoing funding of the ODL will be based on a partnership model involving all the key participants,0.9021739196161391,0,0.15006767272949217,0.0392156862745098,0,102,9,0.8416753196716309,176258511,BODY
"(i.e. government, libraries, donors, public and private sectors). All participants (i.e. beneficiaries) are",0.9021739196161391,0,0.15006767272949217,0.009345794392523364,0,107,9,0.8272706413269043,176258511,BODY
expected to make financial contributions to the ODL. It is important in achieving the full impact of the,0.9021739196161391,0,0.15008426666259767,0.038461538461538464,0,104,9,0.8128659629821777,176258511,BODY
"ODL on Ontario’s economy, society and learning support that all library sectors are participants",0.9021739196161391,0,0.15008426666259767,0.041666666666666664,0,96,9,0.7984612846374511,176258511,BODY
"(university, colleges, public libraries and schools).",0.9021739196161391,0,0.15008426666259767,0.0,0,53,9,0.7840566062927246,176258511,BODY
"The proposed funding model requires a continuing government investment, but also recognizes that as",0.9021739196161391,0,0.15008426666259767,0.010101010101010102,0,99,9,0.7621570396423339,176258511,BODY
the ODL matures a growing share of ODL funding will come from libraries and non-governmental,0.9021739196161391,0,0.15006767272949217,0.06521739130434782,0,92,9,0.7479019737243653,176258511,BODY
sources. During the 3-year implementation phase (2004 – 2006) libraries will realign their budgets to,0.9021739196161391,0,0.15006767272949217,0.009900990099009901,0,101,9,0.7334972953796387,176258511,BODY
enable ongoing funding contributions to ODL. During the same period ODL must build the proposed,0.9021739196161391,0,0.15006767272949217,0.07368421052631578,0,95,9,0.7190926170349121,176258511,BODY
endowment and secure public and private sector gifts and/or in-kind contributions. The following chart,0.9021739196161391,0,0.15006767272949217,0.00980392156862745,0,102,9,0.7046879386901855,176258511,BODY
outlines the model. This model is based on these assumptions:,0.9021739196161391,0,0.15006767272949217,0.01639344262295082,0,61,9,0.690283260345459,176258511,BODY
1. that ODL expenditures will increase by 50% over a 10 year period,0.9021739196161391,0,0.1800638707478841,0.04477611940298507,0,67,9,0.6683837127685547,176258511,BODY
2. that government funding will decrease from 70% to 45% during that 10 year period,0.9021739196161391,0,0.1800638707478841,0.0,0,83,9,0.646633529663086,176258511,BODY
"3. that library contributions, endowment and gifts/in-kind funding will increase from 30% to 55%",0.9021739196161391,0,0.1800638707478841,0.0,0,96,9,0.6247339630126953,176258511,BODY
during the same period,0.9021739196161391,0,0.21007666269938152,0.0,0,22,9,0.6103293228149415,176258511,BODY
OVERVIEW OF ODL FUNDING MODEL,0.9021739196161391,1,0.40967506408691406,0.8620689655172413,0,29,9,0.5740749359130859,1648839787,BODY
Funding Source 2007 2017,1.0869565254949367,1,0.19066766103108723,0.08333333333333333,0,24,9,0.5416950225830078,1648839787,BODY
Government $35M (70%) $33.75M (45%),0.9021739196161391,0,0.19066766103108723,0.08571428571428572,0,35,9,0.5269774627685547,176258511,BODY
Libraries $10M (20%) $22.5M (30%),0.9021739196161391,0,0.1906676737467448,0.09090909090909091,0,33,9,0.511975212097168,176258511,BODY
Endowment $4.5M (9%) $15M (20%),0.9021739196161391,0,0.19068430582682291,0.0967741935483871,0,31,9,0.49697296142578123,176258511,BODY
Gifts/In-Kind $0.5M (1%) $3.75M (5%),0.9021739196161391,0,0.19068430582682291,0.1388888888888889,0,36,9,0.4819707107543945,176258511,BODY
TOTAL ANNUAL $50M $75M,0.9021739196161391,1,0.19068435668945313,0.5909090909090909,0,22,9,0.4670182418823242,1648839787,BODY
"While the private sector will be invited to participate in the ODL through the endowment, gifts and in-",0.9021739196161391,0,0.15008076985677082,0.038834951456310676,0,103,9,0.4231693649291992,176258511,BODY
"kind contributions, the ODL will also explore compatible commercial services which leverage the reach",0.9021739196161391,0,0.15008076985677082,0.0297029702970297,0,101,9,0.4087647247314453,176258511,BODY
of the ODL and help to offset operating costs.,0.9021739196161391,0,0.15008076985677082,0.06521739130434782,0,46,9,0.3943600845336914,176258511,BODY
A $50M budget leverages the consortium buying power of the province’s libraries to secure the best,0.9021739196161391,0,0.15008076985677082,0.02040816326530612,0,98,9,0.36556324005126956,176258511,BODY
"prices for information resources, the widest accessibility and the most favourable contracts. A budget of",0.9021739196161391,0,0.15008076985677082,0.009523809523809525,0,105,9,0.3513079833984375,176258511,BODY
this nature will ensure a core digital collection of sufficient scope and coverage to address a substantial,0.9021739196161391,0,0.15008076985677082,0.0,0,107,9,0.33690338134765624,176258511,BODY
amount of the wide and diverse information and learning needs of the citizens of Ontario (an overview,0.9021739196161391,0,0.15008076985677082,0.009900990099009901,0,101,9,0.3224987030029297,176258511,BODY
of the nature of the ODL digital collection is appended). The proposed ODL expenditures in 2006,0.9021739196161391,1,0.15008076985677082,0.07368421052631578,0,95,9,0.3079695129394531,3022045190,BODY
represent an investment of $5.00 per citizen.,0.9021739196161391,1,0.15008079528808593,0.0,0,45,9,0.29356491088867187,4246738898,BODY
It is important to recognize that every new dollar per citizen invested in the Ontario Digital Library has a,0.9021739196161391,0,0.15008079528808593,0.037037037037037035,0,108,9,0.2650419616699219,176258511,BODY
double benefit: it supports a province-wide library of high quality information resources and it,0.9021739196161391,0,0.15008079528808593,0.0,0,96,9,0.25063735961914063,176258511,BODY
strengthens every local library in Ontario by allowing them to reinvest existing dollars in new resources,0.9021739196161391,0,0.15008079528808593,0.009523809523809525,0,105,9,0.23623268127441407,176258511,BODY
that enhance local services. This multiplier means that for every dollar invested in ODL the return,0.9021739196161391,1,0.15008079528808593,0.04040404040404041,0,99,9,0.2217034912109375,3022045190,BODY
on investment is worth $2 of value for Ontario.,0.9021739196161391,1,0.15008079528808593,0.02127659574468085,0,47,9,0.20729888916015626,4246738898,BODY
RFP: To Develop the Ontario Digital Library Business Plan March 2003,0.6847826058787975,1,0.15006767272949217,0.16176470588235295,0,68,9,0.06097991943359375,4246738898,BODY
Appendix B: ODL Steering Committee Terms of Reference,1.0869565254949367,1,0.16006767272949218,0.16981132075471697,0,53,10,0.8533650398254394,2825105501,H2
1. Preamble,0.9021739196161391,1,0.15006767272949217,0.09090909090909091,0,11,10,0.8039282417297363,1648839787,H3
Implementation of the Ontario Digital Library (ODL) requires a detailed business plan to be developed,0.9021739196161391,0,0.1596624755859375,0.06930693069306931,0,101,10,0.775081615447998,176258511,BODY
and supported by its diverse stakeholder communities (see: www.odl.on.ca). The business,0.9021739196161391,0,0.1596624755859375,0.011494252873563218,0,87,10,0.7608263969421387,176258511,BODY
"development planning and commitment process will be overseen by a Steering Committee, who are",0.9021739196161391,0,0.1596625264485677,0.021505376344086023,0,93,10,0.7464217185974121,176258511,BODY
accountable to potential ODL funders including the Province of Ontario.,0.9021739196161391,0,0.1596625264485677,0.07042253521126761,0,71,10,0.7320170402526855,176258511,BODY
2. Terms of Reference,0.9021739196161391,1,0.1500677235921224,0.09523809523809523,0,21,10,0.7032699775695801,1648839787,H3
"In broad terms, the ODL Business Plan Steering Committee is responsible for development of the",0.9021739196161391,0,0.1596625264485677,0.0851063829787234,0,94,10,0.6745727348327637,176258511,BODY
"business plan, securing sector support, and management of the planners and process. Specific",0.9021739196161391,0,0.1596625264485677,0.010869565217391304,0,92,10,0.6601680755615235,176258511,BODY
responsibilities include:,0.9021739196161391,0,0.1596625264485677,0.0,0,25,10,0.6457633972167969,176258511,BODY
"2.1 developing a detailed business plan for the three-year implementation phase of the ODL, including",0.9021739196161391,0,0.1596625264485677,0.0297029702970297,1,101,10,0.616966552734375,176258511,BODY
"governance, management, funding model and structure, organizational structure, marketing,",0.9021739196161391,0,0.21965492248535157,0.0,0,89,10,0.602711296081543,176258511,BODY
"staffing, and evaluation;",0.9021739196161391,0,0.21965492248535157,0.0,0,25,10,0.588306655883789,176258511,BODY
"2.2 consulting with and reporting to stakeholder communities, to ensure open, consistent and two-way",0.9021739196161391,0,0.1596625264485677,0.0,1,100,10,0.5739020156860352,176258511,BODY
"communication, and to ensure meaningful opportunities for stakeholder input into decision-",0.9021739196161391,0,0.21965492248535157,0.0,0,90,10,0.5594973754882813,176258511,BODY
making;,0.9021739196161391,0,0.21965492248535157,0.0,0,7,10,0.5450927352905274,176258511,BODY
2.3 recruiting and managing the business planner(s);,0.9021739196161391,0,0.1596625264485677,0.0,1,52,10,0.5306880950927735,176258511,BODY
"2.4 defining terms of reference and resource parameters for business planner(s), and authorizing",0.9021739196161391,0,0.1596625264485677,0.0,1,96,10,0.5164328384399414,176258511,BODY
expenditures;,0.9021739196161391,0,0.21965492248535157,0.0,0,13,10,0.5020281982421875,176258511,BODY
2.5 serving as a focus group for business planner(s) to test ideas;,0.9021739196161391,0,0.1596625264485677,0.0,1,67,10,0.4876235580444336,176258511,BODY
2.6 providing signoff for business planner(s) at key decision points of business plan development;,0.9021739196161391,0,0.1596625264485677,0.0,1,98,10,0.4732189178466797,176258511,BODY
"2.7 securing commitment from library, government, and institutional stakeholders for implementation",0.9021739196161391,0,0.1596625264485677,0.0,1,99,10,0.4588142776489258,176258511,BODY
of the business plan;,0.9021739196161391,0,0.21965492248535157,0.0,0,21,10,0.4444096374511719,176258511,BODY
2.8 presenting the business plan to funders,0.9021739196161391,0,0.1596625264485677,0.0,1,43,10,0.43015438079833984,176258511,BODY
2.9 undertaking advocacy efforts to promote the ODL to the broader communities including library,0.9021739196161391,0,0.1596625264485677,0.03125,1,96,10,0.41574974060058595,176258511,BODY
and education communities.,0.9021739196161391,0,0.21965492248535157,0.0,0,26,10,0.40134510040283206,176258511,BODY
3. Membership,0.9021739196161391,1,0.15005111694335938,0.07692307692307693,0,13,10,0.37259803771972655,1648839787,H3
"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two",0.9021739196161391,0,0.1596459197998047,0.0594059405940594,0,101,10,0.3439007568359375,176258511,BODY
representatives to the steering committee,0.9021739196161391,0,0.1596459197998047,0.0,0,41,10,0.32949615478515626,176258511,BODY
3.1 Schools:,0.9021739196161391,0,0.1596459197998047,0.08333333333333333,1,12,10,0.3006993103027344,176258511,BODY
- Ontario School Library Association (OSLA) and The Association of Library Consultants and,0.9021739196161391,0,0.21004351298014323,0.13333333333333333,0,90,10,0.28629470825195313,176258511,BODY
Coordinators of Ontario (TALCO) (Executive Council of OSLA to name representative in,0.9021739196161391,0,0.21004351298014323,0.15476190476190477,0,84,10,0.2721887969970703,3197818344,BODY
consultation with TALCO),0.9021739196161391,0,0.21004348754882812,0.20833333333333334,0,24,10,0.25778411865234374,3197818344,BODY
3.2 Universities:,0.9021739196161391,0,0.15964589436848958,0.058823529411764705,1,17,10,0.24323013305664062,176258511,BODY
- Ontario Council of University Libraries (OCUL) (OCUL to name),0.9021739196161391,0,0.21004348754882812,0.19047619047619047,0,63,10,0.22897483825683593,3197818344,BODY
3.3 Colleges:,0.9021739196161391,0,0.15964589436848958,0.07692307692307693,1,13,10,0.2144207763671875,176258511,BODY
"- Bibliocentre, and Heads of Libraries and Learning Resources (UAG and HLLR to name)",0.9021739196161391,0,0.21004348754882812,0.14285714285714285,0,84,10,0.20016555786132811,3197818344,BODY
3.4 Public libraries:,0.9021739196161391,0,0.15962936401367187,0.047619047619047616,1,21,10,0.18576095581054688,176258511,BODY
"- Administrators of Medium-sized Public Libraries of Ontario (AMPLO), Administrators of Rural",0.9021739196161391,0,0.2100269571940104,0.12903225806451613,0,93,10,0.1713562774658203,176258511,BODY
"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of",0.9021739196161391,0,0.21002694447835288,0.16091954022988506,0,87,10,0.15695159912109374,176258511,BODY
Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO),0.9021739196161391,0,0.21002694447835288,0.20454545454545456,0,88,10,0.1425469970703125,176258511,BODY
"(Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name)",0.9021739196161391,0,0.21002694447835288,0.41818181818181815,0,55,10,0.12829177856445312,3197818344,BODY
RFP: To Develop the Ontario Digital Library Business Plan March 2003,0.6847826058787975,1,0.15006767272949217,0.16176470588235295,0,68,10,0.06097991943359375,4246738898,BODY
3.5 Ontario Library Association representative (ex-officio) (OLA to appoint one representative),0.9021739196161391,0,0.1596991729736328,0.06315789473684211,1,95,11,0.8848403739929199,3197818344,BODY
- Role of the OLA ex-officio member: To act as a liaison between the steering committee and,0.9021739196161391,0,0.21011337280273437,0.054945054945054944,0,91,11,0.8702863121032715,176258511,BODY
"the OLA Board, and to assist the chair with the administrative responsibilities connected with",0.9021739196161391,0,0.21011336008707682,0.0425531914893617,0,94,11,0.8558816337585449,176258511,BODY
"the preparation of the business plan, finance, and communications.",0.9021739196161391,0,0.21011336008707682,0.0,0,66,11,0.8416264152526856,176258511,BODY
"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its",0.9021739196161391,0,0.15971575419108072,0.06382978723404255,1,94,11,0.8128295707702636,176258511,BODY
"discretion, call on invited experts to advise on issues as required.",0.9021739196161391,0,0.15971575419108072,0.0,0,68,11,0.7984248924255372,176258511,BODY
