text,rel_size,bold,indent,caps,numbered,line_len,page,y0_pos,font_hash,label
"oMix rice flour, coconut milk, water, turmeric, and salt to form a batter.",1.0,0,0.21003332773844402,0.013513513513513514,0,74,5,0.8270888137817383,4060070246,BODY
"oSauté sliced pork, shrimp, and diced onion until cooked.",1.0,0,0.21003332773844402,0.017543859649122806,0,57,5,0.808688850402832,4060070246,BODY
"oHeat oil in a pan and pour in a ladle of batter, swirling to coat the pan.",1.0,0,0.21003332773844402,0.013333333333333334,0,75,5,0.7903888320922852,4060070246,BODY
"oAdd cooked pork, shrimp, bean sprouts, green onions, and cilantro.",1.0,0,0.21003332773844402,0.014925373134328358,0,67,5,0.7720888137817383,4060070246,BODY
oFold pancake in half and cook until crispy.,1.0,0,0.21003332773844402,0.022727272727272728,0,44,5,0.7537887954711914,4060070246,BODY
oServe with lettuce and dipping sauce.,1.0,0,0.21003332773844402,0.02631578947368421,0,38,5,0.7354888534545898,4060070246,BODY
Basturma,1.0,1,0.12,0.125,0,8,5,0.6988999938964844,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,5,0.6805249786376953,1333887068,BODY
o1 pound beef tenderloin,1.0,0,0.21003332773844402,0.0,0,24,5,0.6622138595581055,4060070246,BODY
o1/4 cup paprika,1.0,0,0.21003332773844402,0.0,0,16,5,0.6439138412475586,4060070246,BODY
o2 tablespoons cumin,1.0,0,0.21003332773844402,0.0,0,20,5,0.6256138229370117,4060070246,BODY
o2 tablespoons fenugreek,1.0,0,0.21003332773844402,0.0,0,24,5,0.6073138046264649,4060070246,BODY
o1 tablespoon garlic powder,1.0,0,0.21003332773844402,0.0,0,27,5,0.5890138244628906,4060070246,BODY
o1 tablespoon salt,1.0,0,0.21003332773844402,0.0,0,18,5,0.5707138061523438,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,5,0.5523500061035156,1333887068,BODY
oRub beef with salt and let cure in the refrigerator for 24 hours.,1.0,0,0.21003332773844402,0.015151515151515152,0,66,5,0.5340388107299805,4060070246,BODY
oRinse and pat dry.,1.0,0,0.21003332773844402,0.05263157894736842,0,19,5,0.5157388305664062,4060070246,BODY
"oMix paprika, cumin, fenugreek, and garlic powder, then coat beef with the",1.0,0,0.21003332773844402,0.013513513513513514,0,74,5,0.4974388122558594,4060070246,BODY
mixture.,1.0,0,0.24003334045410157,0.0,0,8,5,0.47915000915527345,1277323199,BODY
"oWrap in cheesecloth and hang in a cool, dry place for 1-2 weeks.",1.0,0,0.21003332773844402,0.015384615384615385,0,65,5,0.46081382751464844,4060070246,BODY
oSlice thinly and serve.,1.0,0,0.21003332773844402,0.041666666666666664,0,24,5,0.44251380920410155,4060070246,BODY
Batbout,1.0,1,0.12,0.14285714285714285,0,7,5,0.40584999084472656,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,5,0.38755001068115236,1333887068,BODY
o2 1/4 teaspoons active dry yeast,1.0,0,0.21003332773844402,0.0,0,33,5,0.3692388153076172,4060070246,BODY
o1 teaspoon sugar,1.0,0,0.21003332773844402,0.0,0,17,5,0.35093883514404295,4060070246,BODY
o1 cup warm water,1.0,0,0.21003332773844402,0.0,0,17,5,0.33263885498046875,4060070246,BODY
o3 cups flour,1.0,0,0.21003332773844402,0.0,0,13,5,0.31433883666992185,4060070246,BODY
o1 teaspoon salt,1.0,0,0.21003332773844402,0.0,0,16,5,0.29596389770507814,4060070246,BODY
o1/4 cup olive oil,1.0,0,0.21003332773844402,0.0,0,18,5,0.27766387939453124,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,5,0.259375,1333887068,BODY
"oDissolve yeast and sugar in warm water, let sit until foamy.",1.0,0,0.21003332773844402,0.01639344262295082,0,61,5,0.2410638427734375,4060070246,BODY
"oMix flour and salt in a bowl, then add yeast mixture and olive oil.",1.0,0,0.21003332773844402,0.014705882352941176,0,68,5,0.22276382446289061,4060070246,BODY
"oKnead until smooth, then let rise until doubled.",1.0,0,0.21003332773844402,0.02040816326530612,0,49,5,0.20446388244628907,4060070246,BODY
oDivide dough into balls and roll out into circles.,1.0,0,0.21003332773844402,0.0196078431372549,0,51,5,0.18616386413574218,4060070246,BODY
oCook on a hot griddle until puffed and golden.,1.0,0,0.21003332773844402,0.02127659574468085,0,47,5,0.1678638458251953,4060070246,BODY
oServe warm.,1.0,0,0.21003332773844402,0.08333333333333333,0,12,5,0.14948883056640624,4060070246,BODY
Bhindi Masala,1.0,1,0.12,0.15384615384615385,0,13,5,0.11287498474121094,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,5,0.09457504272460937,1333887068,BODY
o1 pound okra,1.0,0,0.21003332773844402,0.0,0,13,6,0.8819888019561768,4060070246,BODY
o1 small onion,1.0,0,0.21003332773844402,0.0,0,14,6,0.8636888599395752,4060070246,BODY
o2 cloves garlic,1.0,0,0.21003332773844402,0.0,0,16,6,0.8453888416290283,4060070246,BODY
o1 teaspoon cumin,1.0,0,0.21003332773844402,0.0,0,17,6,0.8270888137817383,4060070246,BODY
o1 teaspoon coriander,1.0,0,0.21003332773844402,0.0,0,21,6,0.808688850402832,4060070246,BODY
o1 teaspoon turmeric,1.0,0,0.21003332773844402,0.0,0,20,6,0.7903888320922852,4060070246,BODY
o1 teaspoon garam masala,1.0,0,0.21003332773844402,0.0,0,24,6,0.7720888137817383,4060070246,BODY
o1 teaspoon salt,1.0,0,0.21003332773844402,0.0,0,16,6,0.7537887954711914,4060070246,BODY
o2 tablespoons oil,1.0,0,0.21003332773844402,0.0,0,18,6,0.7354888534545898,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,6,0.7172000122070312,1333887068,BODY
"oWash and dry okra, then cut into pieces.",1.0,0,0.21003332773844402,0.024390243902439025,0,41,6,0.6988888168334961,4060070246,BODY
oHeat oil in a pan and sauté diced onion and minced garlic until translucent.,1.0,0,0.21003332773844402,0.012987012987012988,0,77,6,0.680513801574707,4060070246,BODY
"oAdd cumin, coriander, turmeric, and garam masala, cook for 1 minute.",1.0,0,0.21003332773844402,0.014492753623188406,0,69,6,0.6622138595581055,4060070246,BODY
oAdd okra and stir to coat with spices.,1.0,0,0.21003332773844402,0.02564102564102564,0,39,6,0.6439138412475586,4060070246,BODY
"oCook until okra is tender, stirring occasionally.",1.0,0,0.21003332773844402,0.02,0,50,6,0.6256138229370117,4060070246,BODY
oAdd salt to taste and serve.,1.0,0,0.21003332773844402,0.034482758620689655,0,29,6,0.6073138046264649,4060070246,BODY
Bobotie,1.0,1,0.12,0.14285714285714285,0,7,6,0.570724983215332,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,6,0.5523500061035156,1333887068,BODY
o1 pound ground beef,1.0,0,0.21003332773844402,0.0,0,20,6,0.5340388107299805,4060070246,BODY
o1 small onion,1.0,0,0.21003332773844402,0.0,0,14,6,0.5157388305664062,4060070246,BODY
o2 cloves garlic,1.0,0,0.21003332773844402,0.0,0,16,6,0.4974388122558594,4060070246,BODY
o1/4 cup raisins,1.0,0,0.21003332773844402,0.0,0,16,6,0.47913883209228514,4060070246,BODY
o1/4 cup almonds,1.0,0,0.21003332773844402,0.0,0,16,6,0.46081382751464844,4060070246,BODY
o1 tablespoon curry powder,1.0,0,0.21003332773844402,0.0,0,26,6,0.44251380920410155,4060070246,BODY
o1 teaspoon salt,1.0,0,0.21003332773844402,0.0,0,16,6,0.42413883209228515,4060070246,BODY
o1/2 teaspoon pepper,1.0,0,0.21003332773844402,0.0,0,20,6,0.4058388137817383,4060070246,BODY
o2 eggs,1.0,0,0.21003332773844402,0.0,0,7,6,0.38753883361816405,4060070246,BODY
o1/2 cup milk,1.0,0,0.21003332773844402,0.0,0,13,6,0.3692388153076172,4060070246,BODY
o1/4 cup breadcrumbs,1.0,0,0.21003332773844402,0.0,0,20,6,0.35093883514404295,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,6,0.33264999389648436,1333887068,BODY
oPreheat oven to 350°F (175°C).,1.0,0,0.21003332773844402,0.0967741935483871,0,31,6,0.31433883666992185,4060070246,BODY
oSauté diced onion and minced garlic until softened.,1.0,0,0.21003332773844402,0.019230769230769232,0,52,6,0.29596389770507814,4060070246,BODY
"oAdd ground beef, raisins, almonds, curry powder, salt, and pepper, cook until",1.0,0,0.21003332773844402,0.01282051282051282,0,78,6,0.27766387939453124,4060070246,BODY
beef is browned.,1.0,0,0.24003334045410157,0.0,0,16,6,0.259375,1277323199,BODY
oTransfer mixture to a baking dish.,1.0,0,0.21003332773844402,0.02857142857142857,0,35,6,0.2410638427734375,4060070246,BODY
oBeat eggs with milk and pour over the beef mixture.,1.0,0,0.21003332773844402,0.019230769230769232,0,52,6,0.22276382446289061,4060070246,BODY
oSprinkle with breadcrumbs.,1.0,0,0.21003332773844402,0.037037037037037035,0,27,6,0.20446388244628907,4060070246,BODY
oBake for 30 minutes until set and golden.,1.0,0,0.21003332773844402,0.023809523809523808,0,42,6,0.18616386413574218,4060070246,BODY
oServe warm.,1.0,0,0.21003332773844402,0.08333333333333333,0,12,6,0.1678638458251953,4060070246,BODY
Bok Choy with Garlic,1.0,1,0.12,0.15,0,20,6,0.13120002746582032,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,6,0.11287498474121094,1333887068,BODY
o1 pound bok choy,1.0,0,0.21003332773844402,0.0,0,17,6,0.09456390380859375,4060070246,BODY
o2 cloves garlic,1.0,0,0.21003332773844402,0.0,0,16,7,0.8819888019561768,4060070246,BODY
o2 tablespoons soy sauce,1.0,0,0.21003332773844402,0.0,0,24,7,0.8636888599395752,4060070246,BODY
o1 tablespoon sesame oil,1.0,0,0.21003332773844402,0.0,0,24,7,0.8453888416290283,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,7,0.8270999908447265,1333887068,BODY
oSauté minced garlic in sesame oil until fragrant.,1.0,0,0.21003332773844402,0.02,0,50,7,0.808688850402832,4060070246,BODY
oAdd bok choy and stir-fry until tender.,1.0,0,0.21003332773844402,0.025,0,40,7,0.7903888320922852,4060070246,BODY
oAdd soy sauce and cook for 2 minutes.,1.0,0,0.21003332773844402,0.02631578947368421,0,38,7,0.7720888137817383,4060070246,BODY
oServe warm.,1.0,0,0.21003332773844402,0.08333333333333333,0,12,7,0.7537887954711914,4060070246,BODY
Bolinho de Bacalhau,1.0,1,0.12,0.10526315789473684,0,19,7,0.7172000122070312,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,7,0.6988999938964844,1333887068,BODY
o1 pound salted cod,1.0,0,0.21003332773844402,0.0,0,19,7,0.680513801574707,4060070246,BODY
o4 potatoes,1.0,0,0.21003332773844402,0.0,0,11,7,0.6622138595581055,4060070246,BODY
o1 small onion,1.0,0,0.21003332773844402,0.0,0,14,7,0.6439138412475586,4060070246,BODY
o2 cloves garlic,1.0,0,0.21003332773844402,0.0,0,16,7,0.6256138229370117,4060070246,BODY
o1/4 cup parsley,1.0,0,0.21003332773844402,0.0,0,16,7,0.6073138046264649,4060070246,BODY
o2 eggs,1.0,0,0.21003332773844402,0.0,0,7,7,0.5890138244628906,4060070246,BODY
o1 cup breadcrumbs,1.0,0,0.21003332773844402,0.0,0,18,7,0.5707138061523438,4060070246,BODY
oOil for frying,1.0,0,0.21003332773844402,0.06666666666666667,0,15,7,0.5523388290405273,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,7,0.5340499877929688,1333887068,BODY
"oSoak salted cod in water overnight, then rinse and flake.",1.0,0,0.21003332773844402,0.017241379310344827,0,58,7,0.5157388305664062,4060070246,BODY
"oBoil potatoes until tender, then mash.",1.0,0,0.21003332773844402,0.02564102564102564,0,39,7,0.4974388122558594,4060070246,BODY
"oMix cod with mashed potatoes, diced onion, minced garlic, chopped parsley, and",1.0,0,0.21003332773844402,0.012658227848101266,0,79,7,0.47913883209228514,4060070246,BODY
beaten eggs.,1.0,0,0.24003334045410157,0.0,0,12,7,0.4608250045776367,1277323199,BODY
oForm mixture into balls and coat with breadcrumbs.,1.0,0,0.21003332773844402,0.0196078431372549,0,51,7,0.44251380920410155,4060070246,BODY
oFry in hot oil until golden.,1.0,0,0.21003332773844402,0.034482758620689655,0,29,7,0.42413883209228515,4060070246,BODY
oDrain on paper towels and serve warm.,1.0,0,0.21003332773844402,0.02631578947368421,0,38,7,0.4058388137817383,4060070246,BODY
Bouillabaisse,1.0,1,0.12,0.07692307692307693,0,13,7,0.36924999237060546,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,7,0.35095001220703126,1333887068,BODY
o1 pound fish fillets,1.0,0,0.21003332773844402,0.0,0,21,7,0.33263885498046875,4060070246,BODY
o1/2 pound shrimp,1.0,0,0.21003332773844402,0.0,0,17,7,0.31433883666992185,4060070246,BODY
o1/2 pound mussels,1.0,0,0.21003332773844402,0.0,0,18,7,0.29596389770507814,4060070246,BODY
o1 small onion,1.0,0,0.21003332773844402,0.0,0,14,7,0.27766387939453124,4060070246,BODY
o2 cloves garlic,1.0,0,0.21003332773844402,0.0,0,16,7,0.25936386108398435,4060070246,BODY
o4 tomatoes,1.0,0,0.21003332773844402,0.0,0,11,7,0.2410638427734375,4060070246,BODY
o4 cups fish stock,1.0,0,0.21003332773844402,0.0,0,18,7,0.22276382446289061,4060070246,BODY
o1/2 cup white wine,1.0,0,0.21003332773844402,0.0,0,19,7,0.20446388244628907,4060070246,BODY
o1 teaspoon saffron,1.0,0,0.21003332773844402,0.0,0,19,7,0.18616386413574218,4060070246,BODY
o1 teaspoon thyme,1.0,0,0.21003332773844402,0.0,0,17,7,0.1678638458251953,4060070246,BODY
o1 teaspoon salt,1.0,0,0.21003332773844402,0.0,0,16,7,0.14948883056640624,4060070246,BODY
o1/2 teaspoon pepper,1.0,0,0.21003332773844402,0.0,0,20,7,0.13118888854980468,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,7,0.11287498474121094,1333887068,BODY
oSauté diced onion and minced garlic in olive oil until softened.,1.0,0,0.21003332773844402,0.015384615384615385,0,65,7,0.09456390380859375,4060070246,BODY
"oAdd diced tomatoes, fish stock, wine, saffron, thyme, salt, and pepper, simmer",1.0,0,0.21003332773844402,0.012658227848101266,0,79,8,0.8819888019561768,4060070246,BODY
for 20 minutes.,1.0,0,0.24003334045410157,0.0,0,15,8,0.8637000274658203,1277323199,BODY
"oAdd fish fillets, shrimp, and mussels, cook until seafood is done.",1.0,0,0.21003332773844402,0.014925373134328358,0,67,8,0.8453888416290283,4060070246,BODY
oServe hot with crusty bread.,1.0,0,0.21003332773844402,0.034482758620689655,0,29,8,0.8270888137817383,4060070246,BODY
Bratkartoffeln (Fried Potatoes),1.0,1,0.12,0.0967741935483871,0,31,8,0.7904000091552734,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,8,0.7720999908447266,1333887068,BODY
o4 potatoes,1.0,0,0.21003332773844402,0.0,0,11,8,0.7537887954711914,4060070246,BODY
o1 small onion,1.0,0,0.21003332773844402,0.0,0,14,8,0.7354888534545898,4060070246,BODY
o1/4 cup bacon,1.0,0,0.21003332773844402,0.0,0,14,8,0.717188835144043,4060070246,BODY
o2 tablespoons butter,1.0,0,0.21003332773844402,0.0,0,21,8,0.6988888168334961,4060070246,BODY
o1 teaspoon salt,1.0,0,0.21003332773844402,0.0,0,16,8,0.680513801574707,4060070246,BODY
o1/2 teaspoon pepper,1.0,0,0.21003332773844402,0.0,0,20,8,0.6622138595581055,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,8,0.6439250183105468,1333887068,BODY
"oBoil potatoes until tender, then slice.",1.0,0,0.21003332773844402,0.025,0,40,8,0.6256138229370117,4060070246,BODY
"oCook diced bacon until crispy, then remove and set aside.",1.0,0,0.21003332773844402,0.017241379310344827,0,58,8,0.6073138046264649,4060070246,BODY
oSauté sliced potatoes and diced onion in butter until golden.,1.0,0,0.21003332773844402,0.016129032258064516,0,62,8,0.5890138244628906,4060070246,BODY
"oStir in bacon, salt, and pepper.",1.0,0,0.21003332773844402,0.030303030303030304,0,33,8,0.5707138061523438,4060070246,BODY
oServe warm.,1.0,0,0.21003332773844402,0.08333333333333333,0,12,8,0.5523388290405273,4060070246,BODY
Briam,1.0,1,0.12,0.2,0,5,8,0.5157500076293945,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,8,0.49744998931884765,1333887068,BODY
o2 potatoes,1.0,0,0.21003332773844402,0.0,0,11,8,0.47913883209228514,4060070246,BODY
o2 zucchinis,1.0,0,0.21003332773844402,0.0,0,12,8,0.46081382751464844,4060070246,BODY
o2 eggplants,1.0,0,0.21003332773844402,0.0,0,12,8,0.44251380920410155,4060070246,BODY
o2 tomatoes,1.0,0,0.21003332773844402,0.0,0,11,8,0.42413883209228515,4060070246,BODY
o1 small onion,1.0,0,0.21003332773844402,0.0,0,14,8,0.4058388137817383,4060070246,BODY
o4 cloves garlic,1.0,0,0.21003332773844402,0.0,0,16,8,0.38753883361816405,4060070246,BODY
o1/4 cup olive oil,1.0,0,0.21003332773844402,0.0,0,18,8,0.3692388153076172,4060070246,BODY
o1 teaspoon oregano,1.0,0,0.21003332773844402,0.0,0,19,8,0.35093883514404295,4060070246,BODY
o1 teaspoon salt,1.0,0,0.21003332773844402,0.0,0,16,8,0.33263885498046875,4060070246,BODY
o1/2 teaspoon pepper,1.0,0,0.21003332773844402,0.0,0,20,8,0.31433883666992185,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,8,0.29597503662109376,1333887068,BODY
oPreheat oven to 375°F (190°C).,1.0,0,0.21003332773844402,0.0967741935483871,0,31,8,0.27766387939453124,4060070246,BODY
"oSlice potatoes, zucchinis, eggplants, and tomatoes.",1.0,0,0.21003332773844402,0.019230769230769232,0,52,8,0.25936386108398435,4060070246,BODY
oSauté diced onion and minced garlic in olive oil until softened.,1.0,0,0.21003332773844402,0.015384615384615385,0,65,8,0.2410638427734375,4060070246,BODY
"oLayer vegetables in a baking dish, seasoning with oregano, salt, and pepper.",1.0,0,0.21003332773844402,0.012987012987012988,0,77,8,0.22276382446289061,4060070246,BODY
oPour sautéed onion and garlic over the top.,1.0,0,0.21003332773844402,0.022727272727272728,0,44,8,0.20446388244628907,4060070246,BODY
oBake for 45 minutes until vegetables are tender.,1.0,0,0.21003332773844402,0.02040816326530612,0,49,8,0.18616386413574218,4060070246,BODY
oServe warm.,1.0,0,0.21003332773844402,0.08333333333333333,0,12,8,0.1678638458251953,4060070246,BODY
Briouats,1.0,1,0.12,0.125,0,8,8,0.13120002746582032,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,8,0.11287498474121094,1333887068,BODY
o1/2 pound ground beef,1.0,0,0.21003332773844402,0.0,0,22,8,0.09456390380859375,4060070246,BODY
o1 small onion,1.0,0,0.21003332773844402,0.0,0,14,9,0.8819888019561768,4060070246,BODY
o2 cloves garlic,1.0,0,0.21003332773844402,0.0,0,16,9,0.8636888599395752,4060070246,BODY
o1/4 cup parsley,1.0,0,0.21003332773844402,0.0,0,16,9,0.8453888416290283,4060070246,BODY
o1 teaspoon cumin,1.0,0,0.21003332773844402,0.0,0,17,9,0.8270888137817383,4060070246,BODY
o1 teaspoon cinnamon,1.0,0,0.21003332773844402,0.0,0,20,9,0.808688850402832,4060070246,BODY
o1 teaspoon salt,1.0,0,0.21003332773844402,0.0,0,16,9,0.7903888320922852,4060070246,BODY
o1/2 teaspoon pepper,1.0,0,0.21003332773844402,0.0,0,20,9,0.7720888137817383,4060070246,BODY
o1 package phyllo dough,1.0,0,0.21003332773844402,0.0,0,23,9,0.7537887954711914,4060070246,BODY
o1/4 cup butter,1.0,0,0.21003332773844402,0.0,0,15,9,0.7354888534545898,4060070246,BODY
oOil for frying,1.0,0,0.21003332773844402,0.06666666666666667,0,15,9,0.717188835144043,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,9,0.6988999938964844,1333887068,BODY
"oSauté ground beef, diced onion, and minced garlic until cooked.",1.0,0,0.21003332773844402,0.015625,0,64,9,0.680513801574707,4060070246,BODY
"oStir in chopped parsley, cumin, cinnamon, salt, and pepper.",1.0,0,0.21003332773844402,0.016666666666666666,0,60,9,0.6622138595581055,4060070246,BODY
oCut phyllo dough into strips and brush with melted butter.,1.0,0,0.21003332773844402,0.01694915254237288,0,59,9,0.6439138412475586,4060070246,BODY
oPlace a spoonful of filling on each strip and fold into triangles.,1.0,0,0.21003332773844402,0.014925373134328358,0,67,9,0.6256138229370117,4060070246,BODY
oFry in hot oil until golden.,1.0,0,0.21003332773844402,0.034482758620689655,0,29,9,0.6073138046264649,4060070246,BODY
oDrain on paper towels and serve warm.,1.0,0,0.21003332773844402,0.02631578947368421,0,38,9,0.5890138244628906,4060070246,BODY
Bruschetta,1.0,1,0.12,0.1,0,10,9,0.5523500061035156,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,9,0.5340499877929688,1333887068,BODY
o1 baguette,1.0,0,0.21003332773844402,0.0,0,11,9,0.5157388305664062,4060070246,BODY
o4 tomatoes,1.0,0,0.21003332773844402,0.0,0,11,9,0.4974388122558594,4060070246,BODY
o1/4 cup basil,1.0,0,0.21003332773844402,0.0,0,14,9,0.47913883209228514,4060070246,BODY
o2 cloves garlic,1.0,0,0.21003332773844402,0.0,0,16,9,0.46081382751464844,4060070246,BODY
o1/4 cup olive oil,1.0,0,0.21003332773844402,0.0,0,18,9,0.44251380920410155,4060070246,BODY
o1 teaspoon salt,1.0,0,0.21003332773844402,0.0,0,16,9,0.42413883209228515,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,9,0.40584999084472656,1333887068,BODY
oSlice baguette and toast until golden.,1.0,0,0.21003332773844402,0.02564102564102564,0,39,9,0.38753883361816405,4060070246,BODY
oDice tomatoes and chop basil.,1.0,0,0.21003332773844402,0.03333333333333333,0,30,9,0.3692388153076172,4060070246,BODY
"oMix tomatoes, basil, minced garlic, olive oil, and salt.",1.0,0,0.21003332773844402,0.017543859649122806,0,57,9,0.35093883514404295,4060070246,BODY
oSpoon mixture onto toasted bread and serve.,1.0,0,0.21003332773844402,0.022727272727272728,0,44,9,0.33263885498046875,4060070246,BODY
Bulgur Pilaf,1.0,1,0.12,0.16666666666666666,0,12,9,0.29597503662109376,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,9,0.27767501831054686,1333887068,BODY
o1 cup bulgur,1.0,0,0.21003332773844402,0.0,0,13,9,0.25936386108398435,4060070246,BODY
o2 cups chicken broth,1.0,0,0.21003332773844402,0.0,0,21,9,0.2410638427734375,4060070246,BODY
o1 small onion,1.0,0,0.21003332773844402,0.0,0,14,9,0.22276382446289061,4060070246,BODY
o1 carrot,1.0,0,0.21003332773844402,0.0,0,9,9,0.20446388244628907,4060070246,BODY
o1/4 cup parsley,1.0,0,0.21003332773844402,0.0,0,16,9,0.18616386413574218,4060070246,BODY
o2 tablespoons olive oil,1.0,0,0.21003332773844402,0.0,0,24,9,0.1678638458251953,4060070246,BODY
o1 teaspoon salt,1.0,0,0.21003332773844402,0.0,0,16,9,0.14948883056640624,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,9,0.13120002746582032,1333887068,BODY
oSauté diced onion and grated carrot in olive oil until softened.,1.0,0,0.21003332773844402,0.015384615384615385,0,65,9,0.11286384582519532,4060070246,BODY
oAdd bulgur and cook for 2 minutes.,1.0,0,0.21003332773844402,0.02857142857142857,0,35,9,0.09456390380859375,4060070246,BODY
oPour in chicken broth and bring to a boil.,1.0,0,0.21003332773844402,0.023255813953488372,0,43,10,0.8819888019561768,4060070246,BODY
"oReduce heat, cover, and simmer until bulgur is tender.",1.0,0,0.21003332773844402,0.01818181818181818,0,55,10,0.8636888599395752,4060070246,BODY
oStir in chopped parsley and salt.,1.0,0,0.21003332773844402,0.029411764705882353,0,34,10,0.8453888416290283,4060070246,BODY
oServe warm.,1.0,0,0.21003332773844402,0.08333333333333333,0,12,10,0.8270888137817383,4060070246,BODY
Ca Tim Nuong (Grilled Eggplant),1.0,1,0.12,0.16129032258064516,0,31,10,0.7904000091552734,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,10,0.7720999908447266,1333887068,BODY
o2 eggplants,1.0,0,0.21003332773844402,0.0,0,12,10,0.7537887954711914,4060070246,BODY
o2 cloves garlic,1.0,0,0.21003332773844402,0.0,0,16,10,0.7354888534545898,4060070246,BODY
o2 tablespoons fish sauce,1.0,0,0.21003332773844402,0.0,0,25,10,0.717188835144043,4060070246,BODY
o1 tablespoon lime juice,1.0,0,0.21003332773844402,0.0,0,24,10,0.6988888168334961,4060070246,BODY
o1 tablespoon sugar,1.0,0,0.21003332773844402,0.0,0,19,10,0.680513801574707,4060070246,BODY
o1/4 cup cilantro,1.0,0,0.21003332773844402,0.0,0,17,10,0.6622138595581055,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,10,0.6439250183105468,1333887068,BODY
oGrill eggplants until charred and tender.,1.0,0,0.21003332773844402,0.023809523809523808,0,42,10,0.6256138229370117,4060070246,BODY
oPeel and slice eggplants.,1.0,0,0.21003332773844402,0.038461538461538464,0,26,10,0.6073138046264649,4060070246,BODY
"oMix minced garlic, fish sauce, lime juice, and sugar in a bowl.",1.0,0,0.21003332773844402,0.015625,0,64,10,0.5890138244628906,4060070246,BODY
oToss eggplants with the dressing.,1.0,0,0.21003332773844402,0.029411764705882353,0,34,10,0.5707138061523438,4060070246,BODY
oGarnish with chopped cilantro and serve.,1.0,0,0.21003332773844402,0.024390243902439025,0,41,10,0.5523388290405273,4060070246,BODY
Callaloo,1.0,1,0.12,0.125,0,8,10,0.5157500076293945,1443743894,H1
Ingredients:,1.0,1,0.18003332773844402,0.08333333333333333,0,12,10,0.49744998931884765,1333887068,BODY
o1 pound callaloo leaves,1.0,0,0.21003332773844402,0.0,0,24,10,0.47913883209228514,4060070246,BODY
o1 small onion,1.0,0,0.21003332773844402,0.0,0,14,10,0.46081382751464844,4060070246,BODY
o2 cloves garlic,1.0,0,0.21003332773844402,0.0,0,16,10,0.44251380920410155,4060070246,BODY
o1/4 cup coconut milk,1.0,0,0.21003332773844402,0.0,0,21,10,0.42413883209228515,4060070246,BODY
o1 teaspoon thyme,1.0,0,0.21003332773844402,0.0,0,17,10,0.4058388137817383,4060070246,BODY
o1 teaspoon salt,1.0,0,0.21003332773844402,0.0,0,16,10,0.38753883361816405,4060070246,BODY
o1/2 teaspoon pepper,1.0,0,0.21003332773844402,0.0,0,20,10,0.3692388153076172,4060070246,BODY
Instructions:,1.0,1,0.18003332773844402,0.07692307692307693,0,13,10,0.35095001220703126,1333887068,BODY
oSauté diced onion and minced garlic until softened.,1.0,0,0.21003332773844402,0.019230769230769232,0,52,10,0.33263885498046875,4060070246,BODY
oAdd callaloo leaves and cook until wilted.,1.0,0,0.21003332773844402,0.023255813953488372,0,43,10,0.31433883666992185,4060070246,BODY
"oStir in coconut milk, thyme, salt, and pepper.",1.0,0,0.21003332773844402,0.02127659574468085,0,47,10,0.29596389770507814,4060070246,BODY
oSimmer for 10 minutes.,1.0,0,0.21003332773844402,0.043478260869565216,0,23,10,0.27766387939453124,4060070246,BODY
oServe warm.,1.0,0,0.21003332773844402,0.08333333333333333,0,12,10,0.25936386108398435,4060070246,BODY
